Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21,Stage 22,Stage 23,Stage 24,Stage 25,Stage 26,Stage 27,Stage 28,Stage 29,Stage 30,Stage 31,Stage 32,Stage 33,Stage 34,Stage 35,Stage 36,Stage 37,Stage 38,Stage 39,Stage 40,Stage 41
201201.83,198656.44,206736.6,220233.58,212633.1,218977.7,216537.72,214107.22,213884.6,210552.72,208019.34,203365.84,198476.53,200349.25,198741.03,196792.25,194504.64,193013.34,190551.88,187005.66,193894.75,188985.44,189735.44,187796.31,185318.86,183767.25,182411.86,184648.72,176741.89,183531.88,173633.58,172265.88,178282.34,171943.72,172171.97,171626.4,163683.52,167509.22,165810.05,166147.47,156026.69,162866.58
203519.5,200618.19,206229.53,211638.38,219694.02,219170.9,215311.8,217432.3,210212.56,211742.58,204097.84,202300.1,200670.81,201161.52,195408.22,192745.62,196576.83,190729.25,194069.6,190779.72,188993.33,189533.84,185515.2,190163.56,185317.78,186386.4,182846.28,183723.0,177789.61,178355.97,176128.1,177130.78,173676.78,171280.25,170258.81,167292.86,168218.16,170533.38,162599.97,163341.14,157666.66,158216.53
204827.42,197620.77,205428.27,217697.31,219164.53,217421.25,218116.11,218368.55,214581.28,212702.1,206568.94,203510.38,202101.56,201112.9,195181.28,197067.1,193239.5,188289.33,195418.47,190677.92,191033.31,185124.55,187825.03,185205.28,188122.88,181843.97,182721.23,183711.31,182526.72,178768.66,174783.38,176099.44,177716.06,171538.48,168860.97,167665.1,163676.88,164438.62,167261.75,161543.42,161417.4,158371.77
201794.2,194660.9,206248.86,213915.31,215323.12,216164.02,216151.56,217432.02,209340.67,210939.44,205916.69,207044.1,200675.03,195690.0,195407.44,196839.94,196995.14,192579.52,192939.44,189558.38,190500.47,185451.69,189375.36,186543.62,187630.34,180839.4,184241.34,180965.62,182346.92,181128.25,178969.39,173361.98,174207.52,170087.16,171056.94,172798.28,169155.16,163176.81,165863.16,163523.0,160627.28,158752.22
202207.84,200873.67,204984.11,212906.92,213819.8,217334.34,214934.1,212667.44,213387.6,212664.02,203767.16,204062.84,201615.69,199558.52,194358.28,195926.03,193635.53,192131.34,190930.0,189639.06,192334.44,187863.47,185975.75,184751.78,183864.81,181656.16,181789.45,181392.1,179973.6,177617.4,173984.19,175209.31,175256.47,176251.81,172367.97,171790.97,168934.25,168231.16,169281.38,156825.69,157202.2,158059.5
200173.53,195120.05,202984.2,212517.81,215184.28,219807.22,218653.98,215321.66,215187.53,208816.17,204553.4,206188.97,200200.9,198387.08,197111.25,193631.81,195785.53,188511.56,191344.22,190715.77,189028.28,186353.7,188900.03,182440.47,185312.45,183172.31,184612.97,180425.19,179509.97,180294.72,178729.25,172253.6,172420.19,172263.72,171946.08,169925.22,165805.78,164279.47,166745.28,159938.78,155677.9,158440.1
205283.06,196608.67,205438.36,213914.53,216177.56,216868.94,215906.38,213593.47,211736.27,206555.47,205070.88,205220.31,198750.22,195047.89,198140.25,194812.98,193948.08,190645.84,193505.19,188473.53,189562.56,187683.53,189466.17,185356.44,186862.02,185768.4,185993.36,183741.98,183326.4,178094.69,176126.66,177095.0,169030.78,170419.7,173769.89,168935.25,169654.22,160423.52,163101.19,160780.58,156029.06,158012.44
199211.16,195154.38,203303.08,213414.5,214694.47,216400.34,214971.56,213466.22,213915.52,210174.72,205592.84,200555.5,201055.97,198730.47,197187.5,197565.4,192637.92,191686.75,190386.44,189978.39,189713.45,185305.78,188019.16,184179.88,188085.98,187082.28,184122.25,179244.89,183092.3,181938.0,176016.12,178981.84,174476.45,170930.88,173427.88,172121.28,167689.88,159650.81,168564.5,161281.78,159976.03,159385.62
204156.62,197720.72,206018.5,213233.72,217246.03,216339.83,215125.45,217098.12,214555.52,210271.17,206811.06,200099.4,200481.11,195885.97,194965.9,194971.12,191675.84,193600.69,191319.75,191373.05,191043.12,192096.48,184248.23,188861.7,184249.69,185195.94,181189.81,186655.78,183967.84,180125.75,177685.69,176210.03,171346.94,168022.89,171430.9,171010.16,166541.88,165737.53,165331.02,167185.8,162802.9,160859.92
205752.19,199058.08,199580.08,212755.78,216051.17,217151.31,213327.12,216938.11,213967.81,206310.89,206828.53,205294.69,201328.14,199831.16,198513.77,196125.8,194123.56,190094.86,192829.47,193244.22,190217.28,189282.75,187883.12,190883.31,187161.84,185935.31,184442.77,182471.44,184197.53,182020.86,174656.03,173356.03,175515.22,170104.84,173936.16,169633.5,166429.16,167998.72,163307.25,158963.61,158040.56,159764.75
206295.12,197046.08,203759.12,215348.16,218889.3,217408.66,216417.39,215384.22,209758.84,207985.45,206634.86,204092.58,202678.4,197968.56,195897.31,197555.69,192189.22,189679.6,192290.81,190952.4,189448.66,187853.9,187260.78,184635.6,188099.69,183812.8,182825.88,182589.97,178316.19,182287.03,175378.9,172868.97,171159.78,172308.03,171264.28,169683.81,169065.84,163576.75,163237.95,162219.19,159249.34,162979.94
201290.06,200706.47,203741.44,212554.88,216290.78,216665.05,214943.44,213934.44,215143.81,208319.64,205595.69,204946.4,200800.64,197978.2,194973.84,197181.75,192628.5,192883.02,190927.89,192589.77,188833.31,185856.6,184007.03,186833.7,187125.03,187271.88,185502.47,179926.05,179792.45,182945.55,179009.03,175644.97,176310.44,173781.16,171779.69,171583.06,167380.86,166471.62,166319.47,164710.25,159468.11,160273.88
201728.81,197647.6,205257.5,213618.97,219060.81,217004.58,213964.03,215485.1,211624.03,209297.5,205024.97,205247.56,198883.31,198531.02,197097.47,197168.44,191487.0,189522.16,192728.16,192284.27,190385.98,187530.53,188275.66,187957.31,187557.66,191724.23,183493.75,181344.81,180984.2,182984.4,174764.11,173712.19,169064.0,172411.66,170343.62,170840.25,166466.47,166361.28,167027.31,160012.83,161924.19,156723.36
202365.45,198516.0,203117.75,214816.12,218053.06,216504.56,215006.89,213575.17,213450.33,212096.22,203922.84,204896.6,203409.75,200697.23,195690.55,197222.78,194206.4,193202.22,191776.03,188864.8,195734.81,188350.47,186851.56,190284.84,184844.66,187070.47,180560.19,183994.42,182082.97,181397.31,174523.66,176122.44,173108.25,173393.06,168527.06,169533.06,168658.03,163106.31,167848.78,160911.5,156532.33,155745.06
202233.72,200847.69,206421.34,215411.12,215054.62,213481.52,215026.38,211431.22,210765.38,212210.6,204308.08,200800.66,199749.47,200190.8,198519.66,198826.77,194111.22,194842.97,189423.44,194632.67,189063.53,190421.81,187939.0,182779.42,187628.4,185285.06,185970.62,183569.95,178213.94,176203.03,176837.4,175458.77,175012.31,172851.9,173223.53,169606.19,169701.31,167283.12,163288.75,162928.03,158321.84,159449.19
203182.19,200076.05,207377.72,213952.22,216909.88,217247.31,216888.98,216537.53,211791.77,209902.0,208065.06,201780.8,197642.19,198314.86,195768.78,196933.97,193534.28,195654.69,192689.44,190655.7,188846.48,186558.27,183765.44,189305.62,187540.16,181153.22,187093.98,185180.8,181652.0,177853.4,175126.4,172518.8,173812.81,171835.88,171530.47,170671.98,169045.6,170462.72,162055.06,161783.0,160317.97,156176.6
199945.84,198858.17,208167.94,212339.97,214479.36,215969.94,216932.19,214442.1,214281.25,212419.81,206699.62,205020.69,201828.16,200297.4,199490.53,197053.86,191610.25,191741.92,191242.6,191233.98,190719.47,188998.69,188748.36,187339.22,185539.1,186162.94,179964.97,181707.11,179376.67,174820.5,179140.5,172640.06,176372.62,173596.73,170773.72,173582.4,165945.02,164798.9,165563.5,162369.66,162277.78,158016.31
201951.7,197747.84,209159.25,211640.53,212596.44,218797.08,217225.16,214265.0,210531.38,212879.44,207697.06,202164.9,200708.02,199024.88,198075.86,197949.4,193870.5,194180.34,191634.56,191029.34,191156.17,186680.1,186263.06,185398.69,187582.75,183874.03,184126.88,181073.25,180302.6,182152.75,175301.12,176505.47,176141.19,170512.62,170146.92,165658.84,167347.2,171147.52,164444.14,161870.0,163526.62,161436.38
200726.06,196549.3,206261.69,213281.5,215232.67,214937.64,213918.1,216973.19,214617.03,210910.08,207515.25,204171.47,202124.0,200904.22,191643.31,197591.6,194213.06,194319.25,190704.4,192323.31,192126.94,189059.19,188081.44,188158.94,187014.62,183858.66,182779.11,181674.25,178604.28,182076.67,176786.1,172277.66,174041.44,168602.78,171175.53,171237.28,166848.66,167233.92,165984.47,158849.89,157008.72,158409.86
203662.81,198231.9,205910.53,215175.28,214398.9,217455.97,215125.25,212434.1,214764.08,211359.0,210309.23,203491.11,203478.89,197422.12,195922.47,196622.44,197395.97,194967.1,190191.19,190186.78,189396.53,188593.31,187931.9,184706.06,187716.44,186265.03,183499.97,181418.19,182252.16,180319.81,174354.27,176652.66,173050.1,174666.66,168291.16,167891.47,168485.5,168648.0,164511.44,164193.66,154355.34,163213.81
201626.44,197397.9,202579.75,214023.34,217817.58,216678.88,214986.88,214708.16,213216.84,212595.84,206567.53,201663.52,197884.1,196388.0,195327.81,194889.9,194554.56,192162.94,193542.81,194244.64,190715.1,188341.3,190295.12,186843.9,190209.73,182571.06,184381.62,181223.81,180164.34,179002.75,179471.1,175334.36,170684.19,170354.56,170949.72,168766.28,167119.28,165668.33,166622.31,161460.03,158161.8,162109.56
203900.78,196190.14,206325.98,211051.6,216538.4,218597.31,217105.27,215775.03,211793.88,210216.53,203545.03,204084.97,200528.25,198294.81,194035.03,195278.05,195741.47,190538.1,191583.03,193482.0,187292.6,190478.47,186218.77,191221.64,185470.34,184388.12,183301.55,180657.8,182574.47,181288.22,175845.05,174793.06,171773.28,175238.23,169289.38,170157.23,169552.28,160062.44,164549.11,162957.69,160904.22,156583.6
197550.7,196817.25,205882.9,216812.6,216765.66,215037.19,216744.0,211889.0,214104.55,210501.95,207489.12,203195.98,203592.75,193415.64,195493.81,196219.94,196630.06,191483.66,193922.44,190266.42,191511.6,189119.48,190943.66,183142.38,186308.77,185697.22,183208.0,178550.62,182817.78,181489.34,171776.47,173429.98,176305.08,171596.3,169814.97,169475.0,164377.78,168523.38,165492.3,163578.53,159060.48,158843.36
201810.38,196808.19,205025.72,216325.33,213794.92,215855.1,216242.97,216662.31,209619.66,210073.5,205180.72,203483.4,203544.97,197054.66,195999.2,196338.44,191267.31,189193.7,191930.69,192341.75,194725.42,187756.42,186054.5,190964.67,185510.25,183623.78,181228.62,190811.9,176150.88,179992.08,178735.28,170401.75,172702.38,171575.36,170576.61,169501.4,168819.19,168719.53,165474.58,161986.44,158552.69,158841.36
205424.14,198450.5,207998.75,216204.78,214858.61,218511.28,215519.28,214179.2,216082.78,213907.92,203560.38,203567.78,201094.45,200278.42,194854.9,197079.62,191976.4,193144.9,188192.44,192587.69,188287.19,189786.6,187728.83,186852.38,185655.88,180320.97,183870.72,181202.95,180189.03,179040.94,175661.94,173073.56,170616.06,174178.11,171261.44,165399.6,167447.66,168435.16,167050.97,160540.62,154369.78,160011.62
201365.75,198739.53,208104.84,214132.0,217418.28,218440.4,213979.03,213968.45,213857.6,211785.14,208085.61,204689.52,199271.3,197306.75,196216.53,197857.6,194482.75,195564.84,193820.19,189155.92,193973.9,186352.81,186159.75,187571.62,183492.16,182080.77,183169.05,180060.25,182653.66,182212.69,177780.16,179096.16,173000.97,175305.95,171219.69,169463.88,166686.66,165559.11,167073.88,160548.88,160093.84,159162.92
200969.42,197648.72,204991.19,214434.22,213964.11,216190.0,217932.81,213447.84,214657.86,210193.98,206852.48,206148.72,201381.67,195413.16,201922.72,197311.4,193563.78,192602.5,190934.22,190606.06,190916.84,186949.7,189549.34,188807.19,187168.69,188508.38,183192.25,182195.0,180712.81,179886.4,176939.2,174928.4,174300.81,168000.73,169550.67,171903.19,168549.66,163634.34,168721.44,162392.06,158571.31,164290.56
202280.9,198013.72,203259.92,212574.98,215887.22,216050.58,220073.11,213608.75,211269.31,212664.62,206285.78,202452.05,201258.78,199606.45,194609.45,197746.31,193062.16,195084.7,192918.9,192421.16,187580.45,184679.03,188596.1,184585.55,189296.86,187499.69,183612.4,181159.6,180070.75,179818.38,174438.64,175249.83,174914.53,173265.78,172505.12,167780.12,165979.19,167327.89,164998.66,162094.38,159525.38,157528.05
201518.77,196958.84,206037.19,216137.88,213121.34,215337.31,213990.39,216289.34,213721.03,206793.73,208174.72,205189.66,200244.94,197098.6,194522.48,193390.75,194166.38,195543.36,185921.34,188691.84,192550.3,185618.44,187420.72,187470.28,187939.88,184974.47,182285.64,184250.19,182580.05,180748.2,178841.62,173741.75,170223.5,170486.64,170303.84,168040.6,169135.6,167517.16,163788.4,162559.81,159145.52,158069.06
203344.28,196256.36,206239.22,211885.66,216911.08,217057.06,212226.25,213622.67,211322.66,211690.97,207048.1,204631.97,203941.84,195571.92,195892.22,196619.88,193615.06,192716.16,190566.1,192666.75,193779.75,185846.89,191287.9,187820.89,187949.7,185702.22,185177.14,182148.98,180631.31,177209.66,175465.95,171493.72,175800.39,172041.44,174249.88,169910.06,167338.78,167612.77,165254.33,160663.52,160639.28,160228.53
203810.1,198258.05,206345.05,214990.8,214630.06,215278.81,216660.17,214134.25,211304.9,210724.36,203928.4,203496.28,203230.78,196502.34,196425.83,196556.5,196744.38,193892.25,190425.2,191150.0,194198.47,188622.06,188333.75,184466.62,186156.78,181931.95,183671.64,183671.2,179348.33,177404.42,180502.67,175945.6,175890.89,170126.22,171226.28,169934.56,166481.05,166139.78,163263.94,165025.66,159342.4,158847.22
201923.45,197454.38,204409.94,213373.66,214582.66,213876.38,217902.66,213211.97,213680.81,211485.17,205446.94,203089.52,198037.84,198192.12,197015.72,196639.84,192631.88,189148.19,192893.56,191757.39,189223.72,190298.34,188025.48,185004.55,186284.94,182321.39,188838.98,179420.36,181700.5,181627.27,172471.77,173619.19,173868.6,168416.5,169074.31,169876.38,170052.66,166880.7,166943.4,158756.98,152945.88,159611.38
